"","name","group","host","ref_strain","collection_time","sample_number"
"55","01_2189_0026_01",1,2189,"ref_strain",26,1
"56","01_3381_0026_01",1,3381,"ref_strain",26,1
"57","01_3453_0026_01",1,3453,"ref_strain",26,1
"58","01_13465_0026_01",1,13465,"ref_strain",26,1
"59","01_13469_0026_01",1,13469,"ref_strain",26,1
"60","01_1777_0027_01",1,1777,"ref_strain",27,1
"61","01_1911_0027_01",1,1911,"ref_strain",27,1
"62","01_5249_0027_01",1,5249,"ref_strain",27,1
"63","01_5359_0027_01",1,5359,"ref_strain",27,1
"64","01_14055_0027_01",1,14055,"ref_strain",27,1
"65","01_14734_0027_01",1,14734,"ref_strain",27,1
"66","01_5038_0029_01",1,5038,"ref_strain",29,1
"67","01_8454_0029_01",1,8454,"ref_strain",29,1
"68","01_13473_0029_01",1,13473,"ref_strain",29,1
"69","01_14512_0029_01",1,14512,"ref_strain",29,1
"70","01_0030_0030_01",1,30,"ref_strain",30,1
"71","01_1667_0030_01",1,1667,"ref_strain",30,1
"72","01_6374_0030_01",1,6374,"ref_strain",30,1
"73","01_7132_0030_01",1,7132,"ref_strain",30,1
"74","01_8079_0030_01",1,8079,"ref_strain",30,1
"75","01_10419_0030_01",1,10419,"ref_strain",30,1
"76","01_12462_0030_01",1,12462,"ref_strain",30,1
"77","01_13137_0030_01",1,13137,"ref_strain",30,1
"78","01_8764_0031_01",1,8764,"ref_strain",31,1
"79","01_10726_0031_01",1,10726,"ref_strain",31,1
"80","01_0931_0032_01",1,931,"ref_strain",32,1
"81","01_1255_0032_01",1,1255,"ref_strain",32,1
"82","01_10571_0032_01",1,10571,"ref_strain",32,1
"83","01_10792_0032_01",1,10792,"ref_strain",32,1
"84","01_12036_0032_01",1,12036,"ref_strain",32,1
"85","01_13450_0032_01",1,13450,"ref_strain",32,1
"86","01_1066_0033_01",1,1066,"ref_strain",33,1
"87","01_4070_0033_01",1,4070,"ref_strain",33,1
"88","01_5853_0033_01",1,5853,"ref_strain",33,1
"89","01_8739_0033_01",1,8739,"ref_strain",33,1
"90","01_9936_0033_01",1,9936,"ref_strain",33,1
"91","01_14285_0033_01",1,14285,"ref_strain",33,1
"92","01_1860_0034_01",1,1860,"ref_strain",34,1
"93","01_2071_0034_01",1,2071,"ref_strain",34,1
"94","01_2155_0034_01",1,2155,"ref_strain",34,1
"95","01_3355_0034_01",1,3355,"ref_strain",34,1
"96","01_5386_0034_01",1,5386,"ref_strain",34,1
"97","01_8814_0034_01",1,8814,"ref_strain",34,1
"98","01_9983_0034_01",1,9983,"ref_strain",34,1
"99","01_10659_0034_01",1,10659,"ref_strain",34,1
"100","01_12658_0034_01",1,12658,"ref_strain",34,1
"101","01_13672_0034_01",1,13672,"ref_strain",34,1
"102","01_0027_0035_01",1,27,"ref_strain",35,1
"103","01_1363_0035_01",1,1363,"ref_strain",35,1
"104","01_3214_0035_01",1,3214,"ref_strain",35,1
"105","01_5000_0035_01",1,5000,"ref_strain",35,1
"106","01_5234_0035_01",1,5234,"ref_strain",35,1
"107","01_7278_0035_01",1,7278,"ref_strain",35,1
"108","01_7580_0035_01",1,7580,"ref_strain",35,1
"109","01_9269_0035_01",1,9269,"ref_strain",35,1
"110","01_10783_0035_01",1,10783,"ref_strain",35,1
"111","01_13198_0035_01",1,13198,"ref_strain",35,1
"112","01_6458_0036_01",1,6458,"ref_strain",36,1
"113","01_9409_0036_01",1,9409,"ref_strain",36,1
"114","01_10520_0036_01",1,10520,"ref_strain",36,1
"115","01_11445_0036_01",1,11445,"ref_strain",36,1
"116","01_11901_0036_01",1,11901,"ref_strain",36,1
"117","01_13368_0036_01",1,13368,"ref_strain",36,1
"118","01_14750_0036_01",1,14750,"ref_strain",36,1
"119","01_3244_0037_01",1,3244,"ref_strain",37,1
"120","01_3563_0037_01",1,3563,"ref_strain",37,1
"121","01_6023_0037_01",1,6023,"ref_strain",37,1
"122","01_6308_0037_01",1,6308,"ref_strain",37,1
"123","01_0431_0038_01",1,431,"ref_strain",38,1
"124","01_0709_0038_01",1,709,"ref_strain",38,1
"125","01_1583_0038_01",1,1583,"ref_strain",38,1
"126","01_4619_0038_01",1,4619,"ref_strain",38,1
"127","01_4623_0038_01",1,4623,"ref_strain",38,1
"128","01_7228_0038_01",1,7228,"ref_strain",38,1
"129","01_8040_0038_01",1,8040,"ref_strain",38,1
"130","01_10099_0038_01",1,10099,"ref_strain",38,1
"131","01_10202_0038_01",1,10202,"ref_strain",38,1
"132","01_14039_0038_01",1,14039,"ref_strain",38,1
"133","01_0157_0039_01",1,157,"ref_strain",39,1
"134","01_0981_0039_01",1,981,"ref_strain",39,1
"135","01_1906_0039_01",1,1906,"ref_strain",39,1
"136","01_4015_0039_01",1,4015,"ref_strain",39,1
"137","01_4041_0039_01",1,4041,"ref_strain",39,1
"138","01_4351_0039_01",1,4351,"ref_strain",39,1
"139","01_5501_0039_01",1,5501,"ref_strain",39,1
"140","01_5554_0039_01",1,5554,"ref_strain",39,1
"141","01_5834_0039_01",1,5834,"ref_strain",39,1
"142","01_10390_0039_01",1,10390,"ref_strain",39,1
"143","01_11247_0039_01",1,11247,"ref_strain",39,1
"144","01_0602_0040_01",1,602,"ref_strain",40,1
"145","01_0787_0040_01",1,787,"ref_strain",40,1
"146","01_1845_0040_01",1,1845,"ref_strain",40,1
"147","01_7841_0040_01",1,7841,"ref_strain",40,1
"148","01_10477_0040_01",1,10477,"ref_strain",40,1
"149","01_14665_0040_01",1,14665,"ref_strain",40,1
"150","01_1371_0041_01",1,1371,"ref_strain",41,1
"151","01_2288_0041_01",1,2288,"ref_strain",41,1
"152","01_5214_0041_01",1,5214,"ref_strain",41,1
"153","01_5839_0041_01",1,5839,"ref_strain",41,1
"154","01_6082_0041_01",1,6082,"ref_strain",41,1
"155","01_7804_0041_01",1,7804,"ref_strain",41,1
"156","01_8900_0041_01",1,8900,"ref_strain",41,1
"157","01_9075_0041_01",1,9075,"ref_strain",41,1
"158","01_9151_0041_01",1,9151,"ref_strain",41,1
"159","01_9154_0041_01",1,9154,"ref_strain",41,1
"160","01_11130_0041_01",1,11130,"ref_strain",41,1
"161","01_12166_0041_01",1,12166,"ref_strain",41,1
"162","01_13213_0041_01",1,13213,"ref_strain",41,1
"163","01_0127_0042_01",1,127,"ref_strain",42,1
"164","01_0504_0042_01",1,504,"ref_strain",42,1
"165","01_4761_0042_01",1,4761,"ref_strain",42,1
"166","01_5950_0042_01",1,5950,"ref_strain",42,1
"167","01_6400_0042_01",1,6400,"ref_strain",42,1
"168","01_6879_0042_01",1,6879,"ref_strain",42,1
"169","01_9221_0042_01",1,9221,"ref_strain",42,1
"170","01_11062_0042_01",1,11062,"ref_strain",42,1
"171","01_12293_0042_01",1,12293,"ref_strain",42,1
"172","01_12868_0042_01",1,12868,"ref_strain",42,1
"173","01_12951_0042_01",1,12951,"ref_strain",42,1
"174","01_0754_0043_01",1,754,"ref_strain",43,1
"175","01_4827_0043_01",1,4827,"ref_strain",43,1
"176","01_5179_0043_01",1,5179,"ref_strain",43,1
"177","01_6676_0043_01",1,6676,"ref_strain",43,1
"178","01_7825_0043_01",1,7825,"ref_strain",43,1
"179","01_8824_0043_01",1,8824,"ref_strain",43,1
"180","01_9058_0043_01",1,9058,"ref_strain",43,1
"181","01_9861_0043_01",1,9861,"ref_strain",43,1
"182","01_10852_0043_01",1,10852,"ref_strain",43,1
"183","01_11437_0043_01",1,11437,"ref_strain",43,1
"184","01_11448_0043_01",1,11448,"ref_strain",43,1
"185","01_11970_0043_01",1,11970,"ref_strain",43,1
"186","01_0427_0044_01",1,427,"ref_strain",44,1
"187","01_3223_0044_01",1,3223,"ref_strain",44,1
"188","01_3841_0044_01",1,3841,"ref_strain",44,1
"189","01_4800_0044_01",1,4800,"ref_strain",44,1
"190","01_5198_0044_01",1,5198,"ref_strain",44,1
"191","01_5792_0044_01",1,5792,"ref_strain",44,1
"192","01_7603_0044_01",1,7603,"ref_strain",44,1
"193","01_9294_0044_01",1,9294,"ref_strain",44,1
"194","01_12188_0044_01",1,12188,"ref_strain",44,1
"195","01_13912_0044_01",1,13912,"ref_strain",44,1
"196","01_14097_0044_01",1,14097,"ref_strain",44,1
"197","01_0627_0045_01",1,627,"ref_strain",45,1
"198","01_0768_0045_01",1,768,"ref_strain",45,1
"199","01_1600_0045_01",1,1600,"ref_strain",45,1
"200","01_3306_0045_01",1,3306,"ref_strain",45,1
"201","01_3366_0045_01",1,3366,"ref_strain",45,1
"202","01_3455_0045_01",1,3455,"ref_strain",45,1
"203","01_3921_0045_01",1,3921,"ref_strain",45,1
"204","01_4073_0045_01",1,4073,"ref_strain",45,1
"205","01_5614_0045_01",1,5614,"ref_strain",45,1
"206","01_7307_0045_01",1,7307,"ref_strain",45,1
"207","01_9281_0045_01",1,9281,"ref_strain",45,1
"208","01_9812_0045_01",1,9812,"ref_strain",45,1
"209","01_11985_0045_01",1,11985,"ref_strain",45,1
"210","01_12013_0045_01",1,12013,"ref_strain",45,1
"211","01_12124_0045_01",1,12124,"ref_strain",45,1
"212","01_12212_0045_01",1,12212,"ref_strain",45,1
"213","01_12668_0045_01",1,12668,"ref_strain",45,1
"214","01_3472_0046_01",1,3472,"ref_strain",46,1
"215","01_4608_0046_01",1,4608,"ref_strain",46,1
"216","01_6529_0046_01",1,6529,"ref_strain",46,1
"217","01_7560_0046_01",1,7560,"ref_strain",46,1
"218","01_8877_0046_01",1,8877,"ref_strain",46,1
"219","01_11201_0046_01",1,11201,"ref_strain",46,1
"220","01_11681_0046_01",1,11681,"ref_strain",46,1
"221","01_0356_0047_01",1,356,"ref_strain",47,1
"222","01_0474_0047_01",1,474,"ref_strain",47,1
"223","01_2544_0047_01",1,2544,"ref_strain",47,1
"224","01_2706_0047_01",1,2706,"ref_strain",47,1
"225","01_3245_0047_01",1,3245,"ref_strain",47,1
"226","01_4159_0047_01",1,4159,"ref_strain",47,1
"227","01_6465_0047_01",1,6465,"ref_strain",47,1
"228","01_6470_0047_01",1,6470,"ref_strain",47,1
"229","01_6598_0047_01",1,6598,"ref_strain",47,1
"230","01_7299_0047_01",1,7299,"ref_strain",47,1
"231","01_7874_0047_01",1,7874,"ref_strain",47,1
"232","01_10117_0047_01",1,10117,"ref_strain",47,1
"233","01_10882_0047_01",1,10882,"ref_strain",47,1
"234","01_11112_0047_01",1,11112,"ref_strain",47,1
"235","01_0326_0048_01",1,326,"ref_strain",48,1
"236","01_0467_0048_01",1,467,"ref_strain",48,1
"237","01_0527_0048_01",1,527,"ref_strain",48,1
"238","01_1783_0048_01",1,1783,"ref_strain",48,1
"239","01_4026_0048_01",1,4026,"ref_strain",48,1
"240","01_4362_0048_01",1,4362,"ref_strain",48,1
"241","01_4431_0048_01",1,4431,"ref_strain",48,1
"242","01_5302_0048_01",1,5302,"ref_strain",48,1
"243","01_5485_0048_01",1,5485,"ref_strain",48,1
"244","01_6624_0048_01",1,6624,"ref_strain",48,1
"245","01_7044_0048_01",1,7044,"ref_strain",48,1
"246","01_7125_0048_01",1,7125,"ref_strain",48,1
"247","01_9418_0048_01",1,9418,"ref_strain",48,1
"248","01_11134_0048_01",1,11134,"ref_strain",48,1
"249","01_11916_0048_01",1,11916,"ref_strain",48,1
"250","01_13335_0048_01",1,13335,"ref_strain",48,1
"251","01_13726_0048_01",1,13726,"ref_strain",48,1
"252","01_0097_0049_01",1,97,"ref_strain",49,1
"253","01_0624_0049_01",1,624,"ref_strain",49,1
"254","01_0730_0049_01",1,730,"ref_strain",49,1
"255","01_1086_0049_01",1,1086,"ref_strain",49,1
"256","01_1406_0049_01",1,1406,"ref_strain",49,1
"257","01_1411_0049_01",1,1411,"ref_strain",49,1
"258","01_1650_0049_01",1,1650,"ref_strain",49,1
"259","01_3064_0049_01",1,3064,"ref_strain",49,1
"260","01_4106_0049_01",1,4106,"ref_strain",49,1
"261","01_4554_0049_01",1,4554,"ref_strain",49,1
"262","01_5887_0049_01",1,5887,"ref_strain",49,1
"263","01_7156_0049_01",1,7156,"ref_strain",49,1
"264","01_7414_0049_01",1,7414,"ref_strain",49,1
"265","01_7850_0049_01",1,7850,"ref_strain",49,1
"266","01_8592_0049_01",1,8592,"ref_strain",49,1
"267","01_9921_0049_01",1,9921,"ref_strain",49,1
"268","01_10080_0049_01",1,10080,"ref_strain",49,1
"269","01_10439_0049_01",1,10439,"ref_strain",49,1
"270","01_12134_0049_01",1,12134,"ref_strain",49,1
"271","01_12354_0049_01",1,12354,"ref_strain",49,1
"272","01_12376_0049_01",1,12376,"ref_strain",49,1
"273","01_13858_0049_01",1,13858,"ref_strain",49,1
"274","01_14090_0049_01",1,14090,"ref_strain",49,1
"275","01_14183_0049_01",1,14183,"ref_strain",49,1
"276","01_0495_0050_01",1,495,"ref_strain",50,1
"277","01_1544_0050_01",1,1544,"ref_strain",50,1
"278","01_2302_0050_01",1,2302,"ref_strain",50,1
"279","01_2526_0050_01",1,2526,"ref_strain",50,1
"280","01_2973_0050_01",1,2973,"ref_strain",50,1
"281","01_3168_0050_01",1,3168,"ref_strain",50,1
"282","01_3501_0050_01",1,3501,"ref_strain",50,1
"283","01_6368_0050_01",1,6368,"ref_strain",50,1
"284","01_6894_0050_01",1,6894,"ref_strain",50,1
"285","01_7213_0050_01",1,7213,"ref_strain",50,1
"286","01_7646_0050_01",1,7646,"ref_strain",50,1
"287","01_8383_0050_01",1,8383,"ref_strain",50,1
"288","01_9523_0050_01",1,9523,"ref_strain",50,1
"289","01_10095_0050_01",1,10095,"ref_strain",50,1
"290","01_10820_0050_01",1,10820,"ref_strain",50,1
"291","01_12972_0050_01",1,12972,"ref_strain",50,1
"292","01_13291_0050_01",1,13291,"ref_strain",50,1
"293","01_14525_0050_01",1,14525,"ref_strain",50,1
"294","01_14735_0050_01",1,14735,"ref_strain",50,1
"295","01_0486_0051_01",1,486,"ref_strain",51,1
"296","01_1195_0051_01",1,1195,"ref_strain",51,1
"297","01_1332_0051_01",1,1332,"ref_strain",51,1
"298","01_1515_0051_01",1,1515,"ref_strain",51,1
"299","01_1573_0051_01",1,1573,"ref_strain",51,1
"300","01_2736_0051_01",1,2736,"ref_strain",51,1
"301","01_3279_0051_01",1,3279,"ref_strain",51,1
"302","01_3879_0051_01",1,3879,"ref_strain",51,1
"303","01_5254_0051_01",1,5254,"ref_strain",51,1
"304","01_9781_0051_01",1,9781,"ref_strain",51,1
"305","01_10112_0051_01",1,10112,"ref_strain",51,1
"306","01_10513_0051_01",1,10513,"ref_strain",51,1
"307","01_13027_0051_01",1,13027,"ref_strain",51,1
"308","01_13874_0051_01",1,13874,"ref_strain",51,1
"309","01_14018_0051_01",1,14018,"ref_strain",51,1
"310","01_14025_0051_01",1,14025,"ref_strain",51,1
"311","01_14191_0051_01",1,14191,"ref_strain",51,1
"312","01_14204_0051_01",1,14204,"ref_strain",51,1
"313","01_14364_0051_01",1,14364,"ref_strain",51,1
"314","01_1330_0052_01",1,1330,"ref_strain",52,1
"315","01_1416_0052_01",1,1416,"ref_strain",52,1
"316","01_2095_0052_01",1,2095,"ref_strain",52,1
"317","01_2421_0052_01",1,2421,"ref_strain",52,1
"318","01_4192_0052_01",1,4192,"ref_strain",52,1
"319","01_4488_0052_01",1,4488,"ref_strain",52,1
"320","01_4872_0052_01",1,4872,"ref_strain",52,1
"321","01_4911_0052_01",1,4911,"ref_strain",52,1
"322","01_4983_0052_01",1,4983,"ref_strain",52,1
"323","01_5380_0052_01",1,5380,"ref_strain",52,1
"324","01_5560_0052_01",1,5560,"ref_strain",52,1
"325","01_5573_0052_01",1,5573,"ref_strain",52,1
"326","01_5685_0052_01",1,5685,"ref_strain",52,1
"327","01_5943_0052_01",1,5943,"ref_strain",52,1
"328","01_7526_0052_01",1,7526,"ref_strain",52,1
"329","01_7617_0052_01",1,7617,"ref_strain",52,1
"330","01_8326_0052_01",1,8326,"ref_strain",52,1
"331","01_9206_0052_01",1,9206,"ref_strain",52,1
"332","01_9710_0052_01",1,9710,"ref_strain",52,1
"333","01_10250_0052_01",1,10250,"ref_strain",52,1
"334","01_10378_0052_01",1,10378,"ref_strain",52,1
"335","01_10818_0052_01",1,10818,"ref_strain",52,1
"336","01_12282_0052_01",1,12282,"ref_strain",52,1
"337","01_14180_0052_01",1,14180,"ref_strain",52,1
"338","01_14321_0052_01",1,14321,"ref_strain",52,1
"339","01_14573_0052_01",1,14573,"ref_strain",52,1
"340","01_0099_0053_01",1,99,"ref_strain",53,1
"341","01_0108_0053_01",1,108,"ref_strain",53,1
"342","01_1042_0053_01",1,1042,"ref_strain",53,1
"343","01_1063_0053_01",1,1063,"ref_strain",53,1
"344","01_1268_0053_01",1,1268,"ref_strain",53,1
"345","01_1725_0053_01",1,1725,"ref_strain",53,1
"346","01_2096_0053_01",1,2096,"ref_strain",53,1
"347","01_2219_0053_01",1,2219,"ref_strain",53,1
"348","01_3029_0053_01",1,3029,"ref_strain",53,1
"349","01_3515_0053_01",1,3515,"ref_strain",53,1
"350","01_3648_0053_01",1,3648,"ref_strain",53,1
"351","01_3775_0053_01",1,3775,"ref_strain",53,1
"352","01_4099_0053_01",1,4099,"ref_strain",53,1
"353","01_4355_0053_01",1,4355,"ref_strain",53,1
"354","01_4576_0053_01",1,4576,"ref_strain",53,1
"355","01_4639_0053_01",1,4639,"ref_strain",53,1
"356","01_4721_0053_01",1,4721,"ref_strain",53,1
"357","01_5714_0053_01",1,5714,"ref_strain",53,1
"358","01_6343_0053_01",1,6343,"ref_strain",53,1
"359","01_6498_0053_01",1,6498,"ref_strain",53,1
"360","01_7459_0053_01",1,7459,"ref_strain",53,1
"361","01_8556_0053_01",1,8556,"ref_strain",53,1
"362","01_8720_0053_01",1,8720,"ref_strain",53,1
"363","01_8740_0053_01",1,8740,"ref_strain",53,1
"364","01_9878_0053_01",1,9878,"ref_strain",53,1
"365","01_10226_0053_01",1,10226,"ref_strain",53,1
"366","01_11006_0053_01",1,11006,"ref_strain",53,1
"367","01_11043_0053_01",1,11043,"ref_strain",53,1
"368","01_11068_0053_01",1,11068,"ref_strain",53,1
"369","01_11085_0053_01",1,11085,"ref_strain",53,1
"370","01_11271_0053_01",1,11271,"ref_strain",53,1
"371","01_11723_0053_01",1,11723,"ref_strain",53,1
"372","01_11779_0053_01",1,11779,"ref_strain",53,1
"373","01_12022_0053_01",1,12022,"ref_strain",53,1
"374","01_12609_0053_01",1,12609,"ref_strain",53,1
"375","01_12846_0053_01",1,12846,"ref_strain",53,1
"376","01_13008_0053_01",1,13008,"ref_strain",53,1
"377","01_13211_0053_01",1,13211,"ref_strain",53,1
"378","01_13405_0053_01",1,13405,"ref_strain",53,1
"379","01_13509_0053_01",1,13509,"ref_strain",53,1
"380","01_13940_0053_01",1,13940,"ref_strain",53,1
"381","01_14626_0053_01",1,14626,"ref_strain",53,1
"382","01_0107_0054_01",1,107,"ref_strain",54,1
"383","01_0632_0054_01",1,632,"ref_strain",54,1
"384","01_1092_0054_01",1,1092,"ref_strain",54,1
"385","01_1289_0054_01",1,1289,"ref_strain",54,1
"386","01_1438_0054_01",1,1438,"ref_strain",54,1
"387","01_2092_0054_01",1,2092,"ref_strain",54,1
"388","01_2376_0054_01",1,2376,"ref_strain",54,1
"389","01_2707_0054_01",1,2707,"ref_strain",54,1
"390","01_2708_0054_01",1,2708,"ref_strain",54,1
"391","01_3207_0054_01",1,3207,"ref_strain",54,1
"392","01_3292_0054_01",1,3292,"ref_strain",54,1
"393","01_3325_0054_01",1,3325,"ref_strain",54,1
"394","01_4010_0054_01",1,4010,"ref_strain",54,1
"395","01_4863_0054_01",1,4863,"ref_strain",54,1
"396","01_5449_0054_01",1,5449,"ref_strain",54,1
"397","01_5844_0054_01",1,5844,"ref_strain",54,1
"398","01_6202_0054_01",1,6202,"ref_strain",54,1
"399","01_7615_0054_01",1,7615,"ref_strain",54,1
"400","01_7840_0054_01",1,7840,"ref_strain",54,1
"401","01_7882_0054_01",1,7882,"ref_strain",54,1
"402","01_9643_0054_01",1,9643,"ref_strain",54,1
"403","01_10163_0054_01",1,10163,"ref_strain",54,1
"404","01_11064_0054_01",1,11064,"ref_strain",54,1
"405","01_11878_0054_01",1,11878,"ref_strain",54,1
"406","01_12489_0054_01",1,12489,"ref_strain",54,1
"407","01_13939_0054_01",1,13939,"ref_strain",54,1
"408","01_14445_0054_01",1,14445,"ref_strain",54,1
"409","01_14757_0054_01",1,14757,"ref_strain",54,1
"410","01_0510_0055_01",1,510,"ref_strain",55,1
"411","01_1204_0055_01",1,1204,"ref_strain",55,1
"412","01_2183_0055_01",1,2183,"ref_strain",55,1
"413","01_3240_0055_01",1,3240,"ref_strain",55,1
"414","01_3452_0055_01",1,3452,"ref_strain",55,1
"415","01_4785_0055_01",1,4785,"ref_strain",55,1
"416","01_5130_0055_01",1,5130,"ref_strain",55,1
"417","01_5316_0055_01",1,5316,"ref_strain",55,1
"418","01_5408_0055_01",1,5408,"ref_strain",55,1
"419","01_6304_0055_01",1,6304,"ref_strain",55,1
"420","01_6720_0055_01",1,6720,"ref_strain",55,1
"421","01_7497_0055_01",1,7497,"ref_strain",55,1
"422","01_7680_0055_01",1,7680,"ref_strain",55,1
"423","01_8269_0055_01",1,8269,"ref_strain",55,1
"424","01_8613_0055_01",1,8613,"ref_strain",55,1
"425","01_8969_0055_01",1,8969,"ref_strain",55,1
"426","01_9948_0055_01",1,9948,"ref_strain",55,1
"427","01_10348_0055_01",1,10348,"ref_strain",55,1
"428","01_10511_0055_01",1,10511,"ref_strain",55,1
"429","01_10638_0055_01",1,10638,"ref_strain",55,1
"430","01_11641_0055_01",1,11641,"ref_strain",55,1
"431","01_12286_0055_01",1,12286,"ref_strain",55,1
"432","01_12910_0055_01",1,12910,"ref_strain",55,1
"433","01_12931_0055_01",1,12931,"ref_strain",55,1
"434","01_13089_0055_01",1,13089,"ref_strain",55,1
"435","01_13186_0055_01",1,13186,"ref_strain",55,1
"436","01_13624_0055_01",1,13624,"ref_strain",55,1
"437","01_14102_0055_01",1,14102,"ref_strain",55,1
"438","01_14388_0055_01",1,14388,"ref_strain",55,1
"439","01_14724_0055_01",1,14724,"ref_strain",55,1
"440","01_1266_0056_01",1,1266,"ref_strain",56,1
"441","01_1680_0056_01",1,1680,"ref_strain",56,1
"442","01_2277_0056_01",1,2277,"ref_strain",56,1
"443","01_2327_0056_01",1,2327,"ref_strain",56,1
"444","01_2347_0056_01",1,2347,"ref_strain",56,1
"445","01_2452_0056_01",1,2452,"ref_strain",56,1
"446","01_2626_0056_01",1,2626,"ref_strain",56,1
"447","01_2658_0056_01",1,2658,"ref_strain",56,1
"448","01_2750_0056_01",1,2750,"ref_strain",56,1
"449","01_3147_0056_01",1,3147,"ref_strain",56,1
"450","01_3437_0056_01",1,3437,"ref_strain",56,1
"451","01_3697_0056_01",1,3697,"ref_strain",56,1
"452","01_4896_0056_01",1,4896,"ref_strain",56,1
"453","01_5888_0056_01",1,5888,"ref_strain",56,1
"454","01_5959_0056_01",1,5959,"ref_strain",56,1
"455","01_6038_0056_01",1,6038,"ref_strain",56,1
"456","01_6178_0056_01",1,6178,"ref_strain",56,1
"457","01_6222_0056_01",1,6222,"ref_strain",56,1
"458","01_6398_0056_01",1,6398,"ref_strain",56,1
"459","01_6928_0056_01",1,6928,"ref_strain",56,1
"460","01_7320_0056_01",1,7320,"ref_strain",56,1
"461","01_8055_0056_01",1,8055,"ref_strain",56,1
"462","01_8320_0056_01",1,8320,"ref_strain",56,1
"463","01_9144_0056_01",1,9144,"ref_strain",56,1
"464","01_9381_0056_01",1,9381,"ref_strain",56,1
"465","01_9629_0056_01",1,9629,"ref_strain",56,1
"466","01_9853_0056_01",1,9853,"ref_strain",56,1
"467","01_10091_0056_01",1,10091,"ref_strain",56,1
"468","01_10682_0056_01",1,10682,"ref_strain",56,1
"469","01_11331_0056_01",1,11331,"ref_strain",56,1
"470","01_11380_0056_01",1,11380,"ref_strain",56,1
"471","01_11473_0056_01",1,11473,"ref_strain",56,1
"472","01_11543_0056_01",1,11543,"ref_strain",56,1
"473","01_13006_0056_01",1,13006,"ref_strain",56,1
"474","01_13861_0056_01",1,13861,"ref_strain",56,1
"475","01_13938_0056_01",1,13938,"ref_strain",56,1
"476","01_14275_0056_01",1,14275,"ref_strain",56,1
"477","01_14372_0056_01",1,14372,"ref_strain",56,1
"478","01_0251_0057_01",1,251,"ref_strain",57,1
"479","01_0866_0057_01",1,866,"ref_strain",57,1
"480","01_0921_0057_01",1,921,"ref_strain",57,1
"481","01_0978_0057_01",1,978,"ref_strain",57,1
"482","01_1576_0057_01",1,1576,"ref_strain",57,1
