"","name","group","host","ref_strain","collection_time","sample_number"
"1","01_10449_0001_01",1,10449,"ref_strain",1,1
"2","01_6148_0002_01",1,6148,"ref_strain",2,1
"3","01_8428_0002_01",1,8428,"ref_strain",2,1
"4","01_0519_0003_01",1,519,"ref_strain",3,1
"5","01_9531_0004_01",1,9531,"ref_strain",4,1
"6","01_4304_0005_01",1,4304,"ref_strain",5,1
"7","01_9955_0005_01",1,9955,"ref_strain",5,1
"8","01_3993_0006_01",1,3993,"ref_strain",6,1
"9","01_14282_0007_01",1,14282,"ref_strain",7,1
"10","01_12643_0008_01",1,12643,"ref_strain",8,1
"11","01_1254_0009_01",1,1254,"ref_strain",9,1
"12","01_2113_0009_01",1,2113,"ref_strain",9,1
"13","01_5053_0010_01",1,5053,"ref_strain",10,1
"14","01_5346_0010_01",1,5346,"ref_strain",10,1
"15","01_9753_0011_01",1,9753,"ref_strain",11,1
"16","01_0731_0012_01",1,731,"ref_strain",12,1
"17","01_2119_0014_01",1,2119,"ref_strain",14,1
"18","01_5403_0014_01",1,5403,"ref_strain",14,1
"19","01_6215_0014_01",1,6215,"ref_strain",14,1
"20","01_4185_0015_01",1,4185,"ref_strain",15,1
"21","01_1518_0016_01",1,1518,"ref_strain",16,1
"22","01_7689_0016_01",1,7689,"ref_strain",16,1
"23","01_6029_0019_01",1,6029,"ref_strain",19,1
"24","01_11543_0019_01",1,11543,"ref_strain",19,1
"25","01_14517_0019_01",1,14517,"ref_strain",19,1
"26","01_0366_0020_01",1,366,"ref_strain",20,1
"27","01_0847_0020_01",1,847,"ref_strain",20,1
"28","01_2970_0020_01",1,2970,"ref_strain",20,1
"29","01_11355_0020_01",1,11355,"ref_strain",20,1
"30","01_0589_0021_01",1,589,"ref_strain",21,1
"31","01_3843_0021_01",1,3843,"ref_strain",21,1
"32","01_7894_0022_01",1,7894,"ref_strain",22,1
"33","01_11513_0022_01",1,11513,"ref_strain",22,1
"34","01_12100_0022_01",1,12100,"ref_strain",22,1
"35","01_11915_0024_01",1,11915,"ref_strain",24,1
"36","01_0527_0025_01",1,527,"ref_strain",25,1
"37","01_2264_0025_01",1,2264,"ref_strain",25,1
"38","01_9873_0025_01",1,9873,"ref_strain",25,1
"39","01_10832_0025_01",1,10832,"ref_strain",25,1
"40","01_5351_0027_01",1,5351,"ref_strain",27,1
"41","01_11171_0027_01",1,11171,"ref_strain",27,1
"42","01_13815_0027_01",1,13815,"ref_strain",27,1
"43","01_6266_0028_01",1,6266,"ref_strain",28,1
"44","01_6872_0028_01",1,6872,"ref_strain",28,1
"45","01_7804_0028_01",1,7804,"ref_strain",28,1
"46","01_11358_0028_01",1,11358,"ref_strain",28,1
"47","01_14385_0028_01",1,14385,"ref_strain",28,1
"48","01_12340_0029_01",1,12340,"ref_strain",29,1
"49","01_13977_0029_01",1,13977,"ref_strain",29,1
"50","01_2465_0030_01",1,2465,"ref_strain",30,1
"51","01_8231_0030_01",1,8231,"ref_strain",30,1
"52","01_7888_0031_01",1,7888,"ref_strain",31,1
"53","01_11123_0031_01",1,11123,"ref_strain",31,1
"54","01_9827_0032_01",1,9827,"ref_strain",32,1
"55","01_13295_0032_01",1,13295,"ref_strain",32,1
"56","01_0897_0033_01",1,897,"ref_strain",33,1
"57","01_2170_0033_01",1,2170,"ref_strain",33,1
"58","01_9565_0033_01",1,9565,"ref_strain",33,1
"59","01_10031_0033_01",1,10031,"ref_strain",33,1
"60","01_14213_0033_01",1,14213,"ref_strain",33,1
"61","01_3107_0034_01",1,3107,"ref_strain",34,1
"62","01_6150_0034_01",1,6150,"ref_strain",34,1
"63","01_11516_0034_01",1,11516,"ref_strain",34,1
"64","01_12410_0034_01",1,12410,"ref_strain",34,1
"65","01_11320_0035_01",1,11320,"ref_strain",35,1
"66","01_13580_0035_01",1,13580,"ref_strain",35,1
"67","01_6774_0036_01",1,6774,"ref_strain",36,1
"68","01_8940_0036_01",1,8940,"ref_strain",36,1
"69","01_9995_0036_01",1,9995,"ref_strain",36,1
"70","01_10770_0036_01",1,10770,"ref_strain",36,1
"71","01_12873_0036_01",1,12873,"ref_strain",36,1
"72","01_2098_0037_01",1,2098,"ref_strain",37,1
"73","01_5668_0037_01",1,5668,"ref_strain",37,1
"74","01_8298_0037_01",1,8298,"ref_strain",37,1
"75","01_9047_0037_01",1,9047,"ref_strain",37,1
"76","01_7458_0038_01",1,7458,"ref_strain",38,1
"77","01_7732_0038_01",1,7732,"ref_strain",38,1
"78","01_8223_0038_01",1,8223,"ref_strain",38,1
"79","01_9450_0038_01",1,9450,"ref_strain",38,1
"80","01_11405_0038_01",1,11405,"ref_strain",38,1
"81","01_0711_0039_01",1,711,"ref_strain",39,1
"82","01_2992_0039_01",1,2992,"ref_strain",39,1
"83","01_3496_0039_01",1,3496,"ref_strain",39,1
"84","01_6776_0039_01",1,6776,"ref_strain",39,1
"85","01_6971_0039_01",1,6971,"ref_strain",39,1
"86","01_10096_0039_01",1,10096,"ref_strain",39,1
"87","01_10805_0039_01",1,10805,"ref_strain",39,1
"88","01_6477_0040_01",1,6477,"ref_strain",40,1
"89","01_7260_0040_01",1,7260,"ref_strain",40,1
"90","01_7712_0040_01",1,7712,"ref_strain",40,1
"91","01_9363_0040_01",1,9363,"ref_strain",40,1
"92","01_13336_0040_01",1,13336,"ref_strain",40,1
"93","01_2558_0041_01",1,2558,"ref_strain",41,1
"94","01_8353_0041_01",1,8353,"ref_strain",41,1
"95","01_8734_0041_01",1,8734,"ref_strain",41,1
"96","01_11684_0041_01",1,11684,"ref_strain",41,1
"97","01_1047_0042_01",1,1047,"ref_strain",42,1
"98","01_1134_0042_01",1,1134,"ref_strain",42,1
"99","01_3737_0042_01",1,3737,"ref_strain",42,1
"100","01_5119_0042_01",1,5119,"ref_strain",42,1
"101","01_6104_0042_01",1,6104,"ref_strain",42,1
"102","01_6475_0042_01",1,6475,"ref_strain",42,1
"103","01_14198_0042_01",1,14198,"ref_strain",42,1
"104","01_2418_0043_01",1,2418,"ref_strain",43,1
"105","01_4189_0043_01",1,4189,"ref_strain",43,1
"106","01_12394_0043_01",1,12394,"ref_strain",43,1
"107","01_13916_0043_01",1,13916,"ref_strain",43,1
"108","01_2399_0044_01",1,2399,"ref_strain",44,1
"109","01_3829_0044_01",1,3829,"ref_strain",44,1
"110","01_2363_0045_01",1,2363,"ref_strain",45,1
