"","name","group","host","ref_strain","collection_time","sample_number"
"1","01_11379_0000_01",1,11379,"ref_strain",0,1
"2","01_0119_0003_01",1,119,"ref_strain",3,1
"3","01_5088_0003_01",1,5088,"ref_strain",3,1
"4","01_10610_0003_01",1,10610,"ref_strain",3,1
"5","01_1755_0004_01",1,1755,"ref_strain",4,1
"6","01_9225_0005_01",1,9225,"ref_strain",5,1
"7","01_3364_0006_01",1,3364,"ref_strain",6,1
"8","01_4027_0006_01",1,4027,"ref_strain",6,1
"9","01_9163_0006_01",1,9163,"ref_strain",6,1
"10","01_7096_0007_01",1,7096,"ref_strain",7,1
"11","01_9976_0007_01",1,9976,"ref_strain",7,1
"12","01_2230_0008_01",1,2230,"ref_strain",8,1
"13","01_4166_0008_01",1,4166,"ref_strain",8,1
"14","01_7325_0008_01",1,7325,"ref_strain",8,1
"15","01_0579_0009_01",1,579,"ref_strain",9,1
"16","01_4141_0009_01",1,4141,"ref_strain",9,1
"17","01_5792_0009_01",1,5792,"ref_strain",9,1
"18","01_8199_0009_01",1,8199,"ref_strain",9,1
"19","01_9654_0009_01",1,9654,"ref_strain",9,1
"20","01_7251_0010_01",1,7251,"ref_strain",10,1
"21","01_4193_0011_01",1,4193,"ref_strain",11,1
"22","01_4369_0011_01",1,4369,"ref_strain",11,1
"23","01_9064_0011_01",1,9064,"ref_strain",11,1
"24","01_0149_0012_01",1,149,"ref_strain",12,1
"25","01_5340_0012_01",1,5340,"ref_strain",12,1
"26","01_10544_0012_01",1,10544,"ref_strain",12,1
"27","01_10621_0013_01",1,10621,"ref_strain",13,1
"28","01_1021_0014_01",1,1021,"ref_strain",14,1
"29","01_1644_0014_01",1,1644,"ref_strain",14,1
"30","01_2024_0014_01",1,2024,"ref_strain",14,1
"31","01_3953_0014_01",1,3953,"ref_strain",14,1
"32","01_4886_0014_01",1,4886,"ref_strain",14,1
"33","01_6614_0014_01",1,6614,"ref_strain",14,1
"34","01_9603_0014_01",1,9603,"ref_strain",14,1
"35","01_0819_0015_01",1,819,"ref_strain",15,1
"36","01_2556_0015_01",1,2556,"ref_strain",15,1
"37","01_4967_0015_01",1,4967,"ref_strain",15,1
"38","01_5498_0015_01",1,5498,"ref_strain",15,1
"39","01_5643_0015_01",1,5643,"ref_strain",15,1
"40","01_9199_0015_01",1,9199,"ref_strain",15,1
"41","01_1203_0016_01",1,1203,"ref_strain",16,1
"42","01_1664_0016_01",1,1664,"ref_strain",16,1
"43","01_5617_0016_01",1,5617,"ref_strain",16,1
"44","01_7455_0016_01",1,7455,"ref_strain",16,1
"45","01_10915_0016_01",1,10915,"ref_strain",16,1
"46","01_0839_0017_01",1,839,"ref_strain",17,1
"47","01_4483_0017_01",1,4483,"ref_strain",17,1
"48","01_7983_0017_01",1,7983,"ref_strain",17,1
"49","01_10748_0017_01",1,10748,"ref_strain",17,1
"50","01_1625_0018_01",1,1625,"ref_strain",18,1
"51","01_2902_0018_01",1,2902,"ref_strain",18,1
"52","01_7818_0018_01",1,7818,"ref_strain",18,1
"53","01_0743_0019_01",1,743,"ref_strain",19,1
"54","01_9207_0019_01",1,9207,"ref_strain",19,1
"55","01_3668_0020_01",1,3668,"ref_strain",20,1
"56","01_6333_0020_01",1,6333,"ref_strain",20,1
"57","01_7583_0020_01",1,7583,"ref_strain",20,1
"58","01_0379_0021_01",1,379,"ref_strain",21,1
"59","01_3901_0021_01",1,3901,"ref_strain",21,1
